,index,Neighborhood,OccurMonth_Year,Matched_Names,Animal Cruelty Offenses,Arson,Assault Offenses,Bribery,Burglary,Counterfeiting/Forgery,Drug/Narcotic Offenses,Embezzlement,Extortion/Blackmail,Fraud Offenses,Homicide Offenses,Human Trafficking Offenses,Kidnapping/Abduction,Larceny Offenses,Motor Vehicle Theft,Pornography/Obscene Material,Prostitution Offenses,Robbery,Sex Offenses,Stolen Property Offenses,Vandalism,Weapon Law Violations,Total_Offenses,Average Radiance Per Pixel Per month,avg_home_price,median_home_price,average_cost_per_foot,days_on_market,homes_sold_2017,condo_sales,distressed_property_sales,year_built,adj_popn,adj_popn_pe_sq_mi,median_age,median_household_income,home_ownership,married,divorced,widowed,seperated,never_married,popn_bachelors_degree_perc,popn_graduate_degree,median_monthly_housing_expenses,people_below_poverty,unemployed_perc,english_perc,perc_households_children,x,perc_diff_county_last_year,perc_diff_state_last_year,total_newcomers_perc,x.1,parks_perc,x.2,commute_by_public_transit,commute_by_bike_perc,commute_by_walking_perc,commute_biking_walking_perc,miles_bike_route_per_sqkm,walk_score
4752,4752,ROSE CITY PARK,2016-06,ROSE_CITY_PARK,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,21.02240348595099,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4753,4753,ROSE CITY PARK,2016-07,ROSE_CITY_PARK,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,20.782887037703883,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4754,4754,ROSE CITY PARK,2016-08,ROSE_CITY_PARK,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.63385637923958,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4755,4755,ROSE CITY PARK,2016-09,ROSE_CITY_PARK,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,20.93656696758651,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4756,4756,ROSE CITY PARK,2016-10,ROSE_CITY_PARK,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,17.967325483599883,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4757,4757,ROSE CITY PARK,2016-11,ROSE_CITY_PARK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.873626747071434,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4758,4758,ROSE CITY PARK,2016-12,ROSE_CITY_PARK,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.851620782403256,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4759,4759,ROSE CITY PARK,2017-01,ROSE_CITY_PARK,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.32025395120129,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4760,4760,ROSE CITY PARK,2017-02,ROSE_CITY_PARK,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,16.347475347589533,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4761,4761,ROSE CITY PARK,2017-03,ROSE_CITY_PARK,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,18.04099648068886,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4762,4762,ROSE CITY PARK,2017-04,ROSE_CITY_PARK,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,20.688890586820506,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4763,4763,ROSE CITY PARK,2017-05,ROSE_CITY_PARK,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21.0,20.318071541027667,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4764,4764,ROSE CITY PARK,2017-06,ROSE_CITY_PARK,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,34.0,21.70719546022131,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4765,4765,ROSE CITY PARK,2017-07,ROSE_CITY_PARK,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,22.09392845264218,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4766,4766,ROSE CITY PARK,2017-08,ROSE_CITY_PARK,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,25.0,20.439780633920837,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4767,4767,ROSE CITY PARK,2017-09,ROSE_CITY_PARK,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,19.767943649300552,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4768,4768,ROSE CITY PARK,2017-10,ROSE_CITY_PARK,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,17.0,21.755577766550264,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4769,4769,ROSE CITY PARK,2017-11,ROSE_CITY_PARK,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,18.937514050059825,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4770,4770,ROSE CITY PARK,2017-12,ROSE_CITY_PARK,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,14.0,29.99045778085813,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4771,4771,ROSE CITY PARK,2018-01,ROSE_CITY_PARK,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0,20.500053863448365,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4772,4772,ROSE CITY PARK,2018-02,ROSE_CITY_PARK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0,34.78039708222032,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4773,4773,ROSE CITY PARK,2018-03,ROSE_CITY_PARK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,20.84704508662679,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4774,4774,ROSE CITY PARK,2018-04,ROSE_CITY_PARK,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,20.778178180149386,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4775,4775,ROSE CITY PARK,2018-05,ROSE_CITY_PARK,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,24.0,21.470809918763752,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4776,4776,ROSE CITY PARK,2018-06,ROSE_CITY_PARK,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,18.0,19.72057896118301,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4777,4777,ROSE CITY PARK,2018-07,ROSE_CITY_PARK,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,24.0,20.826392061859607,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4778,4778,ROSE CITY PARK,2018-08,ROSE_CITY_PARK,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,21.0,19.604882020759888,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4779,4779,ROSE CITY PARK,2018-09,ROSE_CITY_PARK,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,19.46966567905008,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4780,4780,ROSE CITY PARK,2018-10,ROSE_CITY_PARK,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,18.0,18.764159795706764,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4781,4781,ROSE CITY PARK,2018-11,ROSE_CITY_PARK,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,21.0,19.369894608430645,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4782,4782,ROSE CITY PARK,2018-12,ROSE_CITY_PARK,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,26.90599971088241,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4783,4783,ROSE CITY PARK,2019-01,ROSE_CITY_PARK,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,16.0,23.975990653385736,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4784,4784,ROSE CITY PARK,2019-02,ROSE_CITY_PARK,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,28.0,26.729537865012013,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4785,4785,ROSE CITY PARK,2019-03,ROSE_CITY_PARK,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,12.0,22.246192667017286,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4786,4786,ROSE CITY PARK,2019-04,ROSE_CITY_PARK,0.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21.0,21.54798720635613,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4787,4787,ROSE CITY PARK,2019-05,ROSE_CITY_PARK,0.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,19.0,21.73239401474325,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4788,4788,ROSE CITY PARK,2019-06,ROSE_CITY_PARK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,22.39645063778144,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4789,4789,ROSE CITY PARK,2019-07,ROSE_CITY_PARK,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,20.10523449917238,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4790,4790,ROSE CITY PARK,2019-08,ROSE_CITY_PARK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,20.61167169082638,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4791,4791,ROSE CITY PARK,2019-09,ROSE_CITY_PARK,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,20.0,19.23647974552208,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4792,4792,ROSE CITY PARK,2019-10,ROSE_CITY_PARK,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,17.0,21.386609855242742,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4793,4793,ROSE CITY PARK,2019-11,ROSE_CITY_PARK,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,21.0,22.422775314772696,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4794,4794,ROSE CITY PARK,2019-12,ROSE_CITY_PARK,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,22.0,21.508703062559476,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4795,4795,ROSE CITY PARK,2020-01,ROSE_CITY_PARK,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,28.0,15.26239405604845,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4796,4796,ROSE CITY PARK,2020-02,ROSE_CITY_PARK,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,29.0,24.172366984039776,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4797,4797,ROSE CITY PARK,2020-03,ROSE_CITY_PARK,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,22.0,21.7000808039668,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4798,4798,ROSE CITY PARK,2020-04,ROSE_CITY_PARK,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,30.0,19.534449165648937,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4799,4799,ROSE CITY PARK,2020-05,ROSE_CITY_PARK,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,19.53993718389281,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4800,4800,ROSE CITY PARK,2020-06,ROSE_CITY_PARK,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,26.0,17.380821326240607,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4801,4801,ROSE CITY PARK,2020-07,ROSE_CITY_PARK,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,25.0,20.330937833830948,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
4802,4802,ROSE CITY PARK,2020-08,ROSE_CITY_PARK,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,19.0,21.49011218400715,551735,550000,236,21,150,1,0,1932,9885,8258,41,75280,68.0,46.1,14.8,3.5,0.9,34.6,33.4,25.3,1183,8.9,5.5,91.2,28.3,85.8,0.8,3.5,4.6,25,3,14,12.2,6.0,3.1,9.1,4.45,71
