,index,Neighborhood,OccurMonth_Year,Matched_Names,Animal Cruelty Offenses,Arson,Assault Offenses,Bribery,Burglary,Counterfeiting/Forgery,Drug/Narcotic Offenses,Embezzlement,Extortion/Blackmail,Fraud Offenses,Homicide Offenses,Human Trafficking Offenses,Kidnapping/Abduction,Larceny Offenses,Motor Vehicle Theft,Pornography/Obscene Material,Prostitution Offenses,Robbery,Sex Offenses,Stolen Property Offenses,Vandalism,Weapon Law Violations,Total_Offenses,Average Radiance Per Pixel Per month,avg_home_price,median_home_price,average_cost_per_foot,days_on_market,homes_sold_2017,condo_sales,distressed_property_sales,year_built,adj_popn,adj_popn_pe_sq_mi,median_age,median_household_income,home_ownership,married,divorced,widowed,seperated,never_married,popn_bachelors_degree_perc,popn_graduate_degree,median_monthly_housing_expenses,people_below_poverty,unemployed_perc,english_perc,perc_households_children,x,perc_diff_county_last_year,perc_diff_state_last_year,total_newcomers_perc,x.1,parks_perc,x.2,commute_by_public_transit,commute_by_bike_perc,commute_by_walking_perc,commute_biking_walking_perc,miles_bike_route_per_sqkm,walk_score
2729,2729,IRVINGTON,2019-10,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.634809131353677,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2730,2730,IRVINGTON,2019-11,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,18.0,25.049345416279994,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2731,2731,IRVINGTON,2019-12,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,23.0,26.44524431663204,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2732,2732,IRVINGTON,2020-01,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,23.0,21.624237383705776,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2733,2733,IRVINGTON,2020-02,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,21.0,26.906329536596008,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2734,2734,IRVINGTON,2020-03,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,25.05478037460441,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2735,2735,IRVINGTON,2020-04,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,20.17379054888873,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2736,2736,IRVINGTON,2020-05,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,22.381126856152047,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2737,2737,IRVINGTON,2020-06,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,21.23165696024796,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2738,2738,IRVINGTON,2020-07,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,22.28403074601117,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2739,2739,IRVINGTON,2020-08,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,22.13391052086489,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2740,2740,IRVINGTON,2020-09,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,23.0,16.3677255801159,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2741,2741,IRVINGTON,2020-10,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,23.0,21.66345079298738,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2742,2742,IRVINGTON,2020-11,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,24.501242874670144,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2743,2743,IRVINGTON,2020-12,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,22.0,21.700550838650603,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2744,2744,IRVINGTON,2021-01,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,15.0,26.01559251107356,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2745,2745,IRVINGTON,2021-02,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,21.0,34.2986576772467,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2746,2746,IRVINGTON,2021-03,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,16.0,25.002597340296987,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2747,2747,IRVINGTON,2021-04,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2748,2748,IRVINGTON,2021-05,IRVINGTON_COMMUNITY_ASSOCIATION,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,23.106648653325895,741264,705000,267,33,93,24,1,1932,5940,9131,41,95906,58.7,46.0,13.1,3.0,1.4,36.3,31.1,38.1,1407,8.2,4.7,91.1,24.3,82.3,1.1,4.6,6.7,16,4,14,9.0,11.6,6.2,17.7,5.42,81
2749,2749,KENTON,2015-07,KENTON,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,24.125885630730387,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2750,2750,KENTON,2015-08,KENTON,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,31.0,23.95209904545141,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2751,2751,KENTON,2015-09,KENTON,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,18.0,21.108491520566066,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2752,2752,KENTON,2015-10,KENTON,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,23.313265965949103,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2753,2753,KENTON,2015-11,KENTON,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,27.0,17.588234488517145,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2754,2754,KENTON,2015-12,KENTON,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,18.0,22.591788618027664,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2755,2755,KENTON,2016-01,KENTON,0.0,0.0,5.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,24.0,23.169478979727195,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2756,2756,KENTON,2016-02,KENTON,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,19.23032468657931,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2757,2757,KENTON,2016-03,KENTON,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,20.0442525104764,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2758,2758,KENTON,2016-04,KENTON,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,28.0,21.82874673564093,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2759,2759,KENTON,2016-05,KENTON,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,24.0,24.466854367108105,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2760,2760,KENTON,2016-06,KENTON,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,39.0,20.256726888251315,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2761,2761,KENTON,2016-07,KENTON,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,24.0,19.111531387979824,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2762,2762,KENTON,2016-08,KENTON,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,32.0,24.93691938721956,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2763,2763,KENTON,2016-09,KENTON,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,35.0,22.372633635993186,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2764,2764,KENTON,2016-10,KENTON,0.0,0.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,31.0,18.554535963068904,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2765,2765,KENTON,2016-11,KENTON,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,18.19691484155764,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2766,2766,KENTON,2016-12,KENTON,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,17.877351929019248,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2767,2767,KENTON,2017-01,KENTON,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,21.33107774799011,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2768,2768,KENTON,2017-02,KENTON,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,18.099741154215227,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2769,2769,KENTON,2017-03,KENTON,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,29.0,18.822785479490257,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2770,2770,KENTON,2017-04,KENTON,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,19.0,19.223338625686207,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2771,2771,KENTON,2017-05,KENTON,0.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.0,21.382334103375975,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2772,2772,KENTON,2017-06,KENTON,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,28.0,20.94127340263133,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2773,2773,KENTON,2017-07,KENTON,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,24.796429850101944,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2774,2774,KENTON,2017-08,KENTON,0.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,21.0,23.662075274364803,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2775,2775,KENTON,2017-09,KENTON,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,23.0,21.92643919629615,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2776,2776,KENTON,2017-10,KENTON,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,21.0,21.589798031129558,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2777,2777,KENTON,2017-11,KENTON,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,17.0,17.729809589402148,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2778,2778,KENTON,2017-12,KENTON,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,30.0,21.443355451334472,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2779,2779,KENTON,2018-01,KENTON,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,19.406881106047685,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
2780,2780,KENTON,2018-02,KENTON,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,29.49095603407361,419619,409500,239,23,166,0,2,1949,7711,2245,39,60598,66.7,47.7,12.3,3.8,2.6,33.9,20.4,9.1,1185,10.1,4.6,76.4,27.6,84.9,1.8,2.0,3.9,120,5,17,10.4,3.0,1.5,4.5,4.02,68
